Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
168,8.0,0.0,0.0,1515.0,8.0,125.0,19813.0,0.1,77.60499999999998,0.0,0.0,2744.8891744613647,,,,,,,,,,,,,,,,,,,,,29.71531442019618,22.12132020171975,74.03858883655978,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,1854.0,9.0,339.0,20152.0,0.1,286.6070000000001,0.0,0.0,2768.55420255661,,,,,,,,,,,,,,,,,,,,,123.23348133369439,77.95264991357999,245.32124700063204,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,2063.0,10.0,209.0,20361.0,0.1,171.90499999999997,0.0,0.0,2783.105365037918,,,,,,,,,,,,,,,,,,,,,77.04520243410428,48.52194678799946,156.11462582830313,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,2505.0,11.0,442.0,20803.0,0.1,332.405000000001,0.0,0.0,2813.478545188904,,,,,,,,,,,,,,,,,,,,,130.3061418995456,84.43186915897923,275.36013018063204,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,2879.0,12.0,374.0,21177.0,0.1,257.00499999999994,0.0,0.0,2839.3269226551056,,,,,,,,,,,,,,,,,,,,,107.52237620766734,61.123117457285154,217.22586580407477,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,3145.0,13.0,266.0,21443.0,0.1,181.50599999999974,0.0,0.0,2857.6690340042114,,,,,,,,,,,,,,,,,,,,,80.67421680757863,43.53474855105067,160.36723242680537,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,3435.0,14.0,290.0,21733.0,0.1,202.2059999999999,0.0,0.0,2877.782803297043,,,,,,,,,,,,,,,,,,,,,90.41174526433628,52.0121848671817,176.33909572569826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,3901.0,15.0,466.0,22199.0,0.1,294.11299999999983,0.0,0.0,2910.106643676758,,,,,,,,,,,,,,,,,,,,,131.04821135782024,73.29868561491803,233.51132264121554,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,4028.0,16.0,127.0,22326.0,0.1,82.01399999999992,0.0,0.0,2919.487993955612,,,,,,,,,,,,,,,,,,,,,29.076464558280765,24.572096353963577,78.47816685664479,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,4156.0,17.0,128.0,22454.0,0.1,49.90900000000007,0.0,0.0,2928.6466901302338,,,,,,,,,,,,,,,,,,,,,17.960899906784995,12.402054985730642,47.7053678422482,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,5272.0,18.0,1116.0,23570.0,0.1,903.6070000000005,0.0,0.0,3005.2231574058533,,,,,,,,,,,,,,,,,,,,,317.96638092593037,174.4116466570324,549.855680391764,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,5630.0,19.0,358.0,23928.0,0.1,283.005,0.0,0.0,3029.992122411728,,,,,,,,,,,,,,,,,,,,,128.82220830825216,70.58607185050869,237.36113433317786,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,5922.0,20.0,292.0,24220.0,0.1,234.2069999999999,0.0,0.0,3050.227634906769,,,,,,,,,,,,,,,,,,,,,99.16451266918997,61.056275054515595,205.66208080011614,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,424.0,1.0,424.0,24644.0,0.1,290.806,0.0,0.0,3473.0338690280914,,,,,,,,,,,,,,,,,,,,,118.0372764293881,68.23003096312807,241.24043442234955,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,671.0,2.0,247.0,24891.0,0.1,189.00699999999998,0.0,0.0,3490.1263597011566,,,,,,,,,,,,,,,,,,,,,78.18866377974156,49.79480664891149,170.034298609324,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,920.0,3.0,249.0,25140.0,0.1,154.00699999999983,0.0,0.0,3507.459156513214,,,,,,,,,,,,,,,,,,,,,62.045218091280425,39.99524527034256,138.83527240480842,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,1038.0,4.0,118.0,25258.0,0.1,72.20799999999997,0.0,0.0,3515.715366601944,,,,,,,,,,,,,,,,,,,,,30.2016335940929,22.691036810740737,68.78170185791099,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,1175.0,5.0,137.0,25395.0,0.1,79.00899999999999,0.0,0.0,3525.373279571533,,,,,,,,,,,,,,,,,,,,,32.746379190296025,23.267700740529932,74.6720154097335,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,1378.0,6.0,203.0,25598.0,0.1,136.90599999999998,0.0,0.0,3539.502708673477,,,,,,,,,,,,,,,,,,,,,60.993675705142394,38.044620655429455,124.77370647109191,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,2017.0,7.0,639.0,26237.0,0.1,425.7150000000004,0.0,0.0,3583.3538494110107,,,,,,,,,,,,,,,,,,,,,176.70209170567625,97.56764652549734,313.42890778673865,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,2057.0,8.0,40.0,26277.0,0.1,17.408000000000023,0.0,0.0,3586.45702958107,,,,,,,,,,,,,,,,,,,,,4.999932863187427,5.628352504358883,17.242470383769664,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,2382.0,9.0,325.0,26602.0,0.1,292.41100000000006,0.0,0.0,3609.137914657593,,,,,,,,,,,,,,,,,,,,,122.46358941195393,78.56695930127157,253.11631295070353,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,2733.0,10.0,351.0,26953.0,0.1,260.206,0.0,0.0,3633.422376871109,,,,,,,,,,,,,,,,,,,,,105.49206797466083,66.46507360838461,223.6253111378586,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.0,0.0,0.0,3030.0,11.0,297.0,27250.0,0.1,201.40499999999983,0.0,0.0,3653.942841529846,,,,,,,,,,,,,,,,,,,,,84.73296932695243,51.108804083551924,176.59231614987885,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.0,0.0,0.0,3267.0,12.0,237.0,27487.0,0.1,158.70599999999985,0.0,0.0,3670.4459042549133,,,,,,,,,,,,,,,,,,,,,66.38766930854071,40.98419997168462,143.25849610759496,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.0,0.0,0.0,3336.0,13.0,69.0,27556.0,0.1,45.705999999999996,0.0,0.0,3675.4328231811523,,,,,,,,,,,,,,,,,,,,,18.59155470182795,14.709899505476239,44.51216253848832,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.0,0.0,0.0,3593.0,14.0,257.0,27813.0,0.1,163.50899999999973,0.0,0.0,3693.282319545746,,,,,,,,,,,,,,,,,,,,,62.10769310282658,43.73801161301821,147.84286075121548,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.0,0.0,0.0,3712.0,15.0,119.0,27932.0,0.1,57.90500000000004,0.0,0.0,3701.786833047867,,,,,,,,,,,,,,,,,,,,,25.520796233077103,14.656111021839598,54.9779261225829,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9.0,0.0,0.0,4233.0,16.0,521.0,28453.0,0.1,384.4050000000001,0.0,0.0,3738.0417222976685,,,,,,,,,,,,,,,,,,,,,159.35462172693647,89.4656521696668,301.9849099151867,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9.0,0.0,0.0,4306.0,17.0,73.0,28526.0,0.1,33.90900000000003,0.0,0.0,3743.6689364910126,,,,,,,,,,,,,,,,,,,,,12.269515593372706,9.298873276220437,33.07945118460181,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9.0,0.0,0.0,4718.0,18.0,412.0,28938.0,0.1,277.4049999999999,0.0,0.0,3772.0159618854523,,,,,,,,,,,,,,,,,,,,,119.95773181336222,66.131909107288,228.43906418219512,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9.0,0.0,0.0,4795.0,19.0,77.0,29015.0,0.1,54.905,0.0,0.0,3777.633228302002,,,,,,,,,,,,,,,,,,,,,22.79271588284495,17.45885618438217,53.256420461523504,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9.0,0.0,0.0,5348.0,20.0,553.0,29568.0,0.1,341.0060000000003,0.0,0.0,3815.6845531463623,,,,,,,,,,,,,,,,,,,,,133.78350713556188,78.73375006703566,267.5585701357352,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10.0,0.0,0.0,923.0,1.0,923.0,30491.0,0.1,584.4060000000012,0.0,0.0,4249.592900276184,,,,,,,,,,,,,,,,,,,,,218.46781649724937,107.85742832304585,383.52687559735807,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10.0,0.0,0.0,1381.0,2.0,458.0,30949.0,0.1,336.70799999999997,0.0,0.0,4280.97368144989,,,,,,,,,,,,,,,,,,,,,132.5842719041336,82.36038864900914,276.53720133337225,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10.0,0.0,0.0,1950.0,3.0,569.0,31518.0,0.1,377.60500000000087,0.0,0.0,4320.073858737946,,,,,,,,,,,,,,,,,,,,,145.68036806117192,84.12400839877809,295.3031816332781,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10.0,0.0,0.0,2022.0,4.0,72.0,31590.0,0.1,39.306,0.0,0.0,4325.332887887955,,,,,,,,,,,,,,,,,,,,,15.468621209525136,11.708899393050885,38.26875852119806,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10.0,0.0,0.0,2182.0,5.0,160.0,31750.0,0.1,87.9109999999999,0.0,0.0,4336.610058069229,,,,,,,,,,,,,,,,,,,,,32.99764605211405,26.909308754219776,82.79688760999412,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.0,0.0,0.0,3322.0,6.0,1140.0,32890.0,0.1,836.8000000000012,0.0,0.0,4415.029632806778,,,,,,,,,,,,,,,,,,,,,297.76667113517834,135.77761520207477,498.3421809255677,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10.0,0.0,0.0,3846.0,7.0,524.0,33414.0,0.1,403.70700000000005,0.0,0.0,4450.860905647278,,,,,,,,,,,,,,,,,,,,,171.65464058539786,94.90960548885697,314.3884308064338,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10.0,0.0,0.0,4320.0,8.0,474.0,33888.0,0.1,328.10600000000056,0.0,0.0,4483.514896631241,,,,,,,,,,,,,,,,,,,,,140.38544424939693,83.05310558867244,262.0872117620984,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10.0,0.0,0.0,4784.0,9.0,464.0,34352.0,0.1,274.4089999999999,0.0,0.0,4515.297062635422,,,,,,,,,,,,,,,,,,,,,119.06506579698637,68.74061513291583,219.6017934553155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10.0,0.0,0.0,5126.0,10.0,342.0,34694.0,0.1,211.7059999999997,0.0,0.0,4539.118556976318,,,,,,,,,,,,,,,,,,,,,82.01875675936562,51.65715338234915,184.02344806097088,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10.0,0.0,0.0,5331.0,11.0,205.0,34899.0,0.1,157.60699999999997,0.0,0.0,4553.253488302231,,,,,,,,,,,,,,,,,,,,,65.67189041390412,45.071226798516655,144.43298400016602,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10.0,0.0,0.0,5438.0,12.0,107.0,35006.0,0.1,67.005,0.0,0.0,4560.907676458359,,,,,,,,,,,,,,,,,,,,,24.667989101383114,19.442323736225376,64.49444957084415,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.0,0.0,0.0,5957.0,13.0,519.0,35525.0,0.1,365.10599999999977,0.0,0.0,4596.998265743256,,,,,,,,,,,,,,,,,,,,,143.33411352083547,82.38137488854733,291.2978995839547,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10.0,0.0,0.0,7095.0,14.0,1138.0,36663.0,0.1,795.8000000000017,0.0,0.0,4675.066230773926,,,,,,,,,,,,,,,,,,,,,285.1983465732647,133.96494462690706,472.18818578300466,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10.0,0.0,0.0,7181.0,15.0,86.0,36749.0,0.1,50.105999999999995,0.0,0.0,4680.929032564163,,,,,,,,,,,,,,,,,,,,,21.217484573078963,14.929319820103261,48.378003956624504,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10.0,0.0,0.0,8276.0,16.0,1095.0,37844.0,0.1,791.7070000000009,0.0,0.0,4755.955102682114,,,,,,,,,,,,,,,,,,,,,277.5895399066704,147.52970239357168,488.723411902589,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.0,0.0,0.0,8384.0,17.0,108.0,37952.0,0.1,52.21500000000001,0.0,0.0,4763.737347126007,,,,,,,,,,,,,,,,,,,,,16.41201470419597,15.134343649277945,50.543538946300494,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10.0,0.0,0.0,8912.0,18.0,528.0,38480.0,0.1,339.8069999999998,0.0,0.0,4800.132321834564,,,,,,,,,,,,,,,,,,,,,140.883749528853,76.98085311774851,265.9520183334142,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,11.0,0.0,0.0,0.0,0.0,593.0,39073.0,0.1,443.21299999999997,0.0,0.0,5416.764753341675,,,,,,,,,5.28677,1.0748848,7.8030725,4.1194897,,,,,51.342693,24.957874,155.45058,16.363771,176.09782351292557,99.16124830344376,339.4655823559646,0.001,2.2156005,0.0,2.2156005,2.2156005,1.7941110634657974e-17,0.9999999992559279,5.841164740154523,-6.077015887200217,64.688194,21.447906,102.39733,-9.060502,5.3722234,1.0083431,7.741065,4.263732,-0.06251842,0.067759395,0.085210554,-0.12208726,73.64712454094675,23.7581496454228,110.92107528521798,-1.948855718858245,0.20926526,0.0,0.20926526,0.20926526,1.0408683,0.8314934,42.3938,4.571262e-25,0.98444223,0.17047757,1.2,0.8
220,11.0,0.0,0.0,924.0,1.0,924.0,39997.0,0.1,709.3060000000012,0.0,0.0,5536.510523319244,,,,,,,,,,,,,,,,,,,,,261.0117402889307,133.95539765165827,469.0688205452974,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,11.0,0.0,0.0,2072.0,2.0,1148.0,41145.0,0.1,873.0000000000014,0.0,0.0,5615.416978120804,,,,,,,,,,,,,,,,,,,,,300.27048415730843,149.16268369720356,529.3476501400393,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,11.0,0.0,0.0,2202.0,3.0,130.0,41275.0,0.1,91.70599999999999,0.0,0.0,5624.264854431152,,,,,,,,,,,,,,,,,,,,,39.3997355175207,25.70373274761176,86.75746255036053,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,11.0,0.0,0.0,3302.0,4.0,1100.0,42375.0,0.1,747.5000000000025,0.0,0.0,5700.577160835266,,,,,,,,,,,,,,,,,,,,,266.6402768558449,125.12840017228515,455.1054512556301,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,11.0,0.0,0.0,4439.0,5.0,1137.0,43512.0,0.1,854.8000000000017,0.0,0.0,5778.464918136597,,,,,,,,,,,,,,,,,,,,,299.80018457680586,143.05482801992392,514.956588356296,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,11.0,0.0,0.0,5499.0,6.0,1060.0,44572.0,0.1,734.7060000000015,0.0,0.0,5851.174449205399,,,,,,,,,,,,,,,,,,,,,265.1654278762492,135.995544585443,456.6164679894031,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,11.0,0.0,0.0,6124.0,7.0,625.0,45197.0,0.1,510.3059999999999,0.0,0.0,5893.944021463394,,,,,,,,,,,,,,,,,,,,,211.17015785124786,109.25825654275077,379.08243713480266,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,11.0,0.0,0.0,6628.0,8.0,504.0,45701.0,0.1,329.2070000000004,0.0,0.0,5928.460640192032,,,,,,,,,,,,,,,,,,,,,137.59235015484592,79.09277140284456,260.3809570551109,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,11.0,0.0,0.0,7323.0,9.0,695.0,46396.0,0.1,537.8060000000008,0.0,0.0,5976.091309070587,,,,,,,,,,,,,,,,,,,,,209.97710773992517,114.33120834981924,392.65683112617285,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,11.0,0.0,0.0,8387.0,10.0,1064.0,47460.0,0.1,765.2100000000025,0.0,0.0,6049.113585233688,,,,,,,,,,,,,,,,,,,,,265.60591427921423,139.90597787871377,483.5719675700884,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,11.0,0.0,0.0,8866.0,11.0,479.0,47939.0,0.1,338.00599999999986,0.0,0.0,6081.821239471436,,,,,,,,,,,,,,,,,,,,,142.7362972748654,75.81287311225795,270.17539421838205,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,12.0,0.0,0.0,246.0,1.0,246.0,48185.0,0.1,181.10699999999994,0.0,0.0,7035.037335157394,,,,,,,,,,,,,,,,,,,,,81.05921073236621,51.56333126928673,161.48925117293274,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,12.0,0.0,0.0,1199.0,2.0,953.0,49138.0,0.1,726.6060000000012,0.0,0.0,7100.494444131851,,,,,,,,,,,,,,,,,,,,,261.84630030301315,140.14591194631785,478.02204187293245,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,12.0,0.0,0.0,1959.0,3.0,760.0,49898.0,0.1,576.7059999999998,0.0,0.0,7152.896955490112,,,,,,,,,,,,,,,,,,,,,236.22814914408184,115.51533586304808,397.9681449722971,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,12.0,0.0,0.0,2820.0,4.0,861.0,50759.0,0.1,623.2060000000001,0.0,0.0,7211.667039871216,,,,,,,,,,,,,,,,,,,,,241.00447492627052,125.90609546630672,416.53379815098464,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,12.0,0.0,0.0,3432.0,5.0,612.0,51371.0,0.1,417.2059999999999,0.0,0.0,7253.842831611633,,,,,,,,,,,,,,,,,,,,,179.1040066471579,90.14583193728726,308.2104606427642,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,12.0,0.0,0.0,4332.0,6.0,900.0,52271.0,0.1,629.207000000001,0.0,0.0,7315.723680973053,,,,,,,,,,,,,,,,,,,,,228.82430675848698,130.29394864899177,424.1129256557476,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,12.0,0.0,0.0,5029.0,7.0,697.0,52968.0,0.1,546.9100000000002,0.0,0.0,7363.696551561356,,,,,,,,,,,,,,,,,,,,,209.61408118918263,120.00473145574524,401.61180741416064,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,12.0,0.0,0.0,5807.0,8.0,778.0,53746.0,0.1,572.9090000000009,0.0,0.0,7417.101543664932,,,,,,,,,,,,,,,,,,,,,219.0347681932429,122.20858283583729,403.30615935821356,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,12.0,0.0,0.0,6200.0,9.0,393.0,54139.0,0.1,268.10599999999977,0.0,0.0,7444.299353837967,,,,,,,,,,,,,,,,,,,,,116.07329966971452,69.2867799990257,222.93483997491188,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,12.0,0.0,0.0,6489.0,10.0,289.0,54428.0,0.1,208.00799999999995,0.0,0.0,7464.253037929535,,,,,,,,,,,,,,,,,,,,,92.27436830738054,58.39273968145958,181.7039337226787,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,12.0,0.0,0.0,6866.0,11.0,377.0,54805.0,0.1,316.1060000000002,0.0,0.0,7490.193207979202,,,,,,,,,,,,,,,,,,,,,130.82432720493838,79.70017876976802,267.3196005251881,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,12.0,0.0,0.0,7243.0,12.0,377.0,55182.0,0.1,259.1109999999998,0.0,0.0,7516.071890830994,,,,,,,,,,,,,,,,,,,,,102.32291933536979,66.19628232187296,220.97699241840994,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12.0,0.0,0.0,8381.0,13.0,1138.0,56320.0,0.1,805.9000000000013,0.0,0.0,7594.513532161713,,,,,,,,,,,,,,,,,,,,,289.2405470744565,133.94944935412556,477.6991780862627,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12.0,0.0,0.0,8428.0,14.0,47.0,56367.0,0.1,23.807000000000027,0.0,0.0,7597.984317541122,,,,,,,,,,,,,,,,,,,,,7.116622171345022,7.86429298072366,23.51953430702653,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,12.0,0.0,0.0,9000.0,15.0,572.0,56939.0,0.1,415.2130000000004,0.0,0.0,7637.264785528183,,,,,,,,,,,,,,,,,,,,,172.02860467144612,88.45049343862014,317.4472151109395,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,13.0,0.0,0.0,933.0,1.0,933.0,57872.0,0.1,687.006000000001,0.0,0.0,8554.630371332169,,,,,,,,,,,,,,,,,,,,,245.97408908179662,134.35810207349132,458.4285736053202,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,13.0,0.0,0.0,1712.0,2.0,779.0,58651.0,0.1,602.1060000000012,0.0,0.0,8608.558070898056,,,,,,,,,,,,,,,,,,,,,226.45850784628843,116.99229969399713,426.5474908218939,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,13.0,0.0,0.0,1996.0,3.0,284.0,58935.0,0.1,202.40699999999987,0.0,0.0,8627.990845680237,,,,,,,,,,,,,,,,,,,,,87.54419528665987,53.048258643637276,177.90007078007815,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,13.0,0.0,0.0,2220.0,4.0,224.0,59159.0,0.1,135.4119999999999,0.0,0.0,8643.65019083023,,,,,,,,,,,,,,,,,,,,,52.12218998070576,41.23592353515574,123.98447440866495,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,13.0,0.0,0.0,2888.0,5.0,668.0,59827.0,0.1,478.4070000000001,0.0,0.0,8689.608867406845,,,,,,,,,,,,,,,,,,,,,200.36240163035623,102.0601621301008,345.25508061707586,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,13.0,0.0,0.0,2992.0,6.0,104.0,59931.0,0.1,68.707,0.0,0.0,8697.160415887833,,,,,,,,,,,,,,,,,,,,,26.89299184891178,21.249507133094763,66.04214709976563,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,13.0,0.0,0.0,3040.0,7.0,48.0,59979.0,0.1,25.707000000000026,0.0,0.0,8700.856918334961,,,,,,,,,,,,,,,,,,,,,7.964105819035524,8.554368232020934,25.375448442122096,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,13.0,0.0,0.0,4184.0,8.0,1144.0,61123.0,0.1,922.1000000000008,0.0,0.0,8779.608205795288,,,,,,,,,,,,,,,,,,,,,330.7646357292081,154.06611505124238,544.79430053255,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,13.0,0.0,0.0,5329.0,9.0,1145.0,62268.0,0.1,839.5000000000015,0.0,0.0,8858.20272731781,,,,,,,,,,,,,,,,,,,,,283.6843796120273,153.86937004025324,515.7122942203749,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,13.0,0.0,0.0,6465.0,10.0,1136.0,63404.0,0.1,934.1000000000009,0.0,0.0,8936.04334807396,,,,,,,,,,,,,,,,,,,,,320.37583649957963,168.67065309618334,571.2950685785646,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,13.0,0.0,0.0,7588.0,11.0,1123.0,64527.0,0.1,833.4070000000016,0.0,0.0,9013.51135969162,,,,,,,,,,,,,,,,,,,,,281.7880863726638,151.8719518929161,517.9944499088659,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,13.0,0.0,0.0,7825.0,12.0,237.0,64764.0,0.1,181.40699999999998,0.0,0.0,9030.099390745163,,,,,,,,,,,,,,,,,,,,,76.66365990225039,49.99053674958136,163.56467839527895,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
